ToolSerialNumber,ToolNumberOfTightenings,TorqueDelta
"F8353464      ",1711009,0.01
"D8484252      ",909403,0.14
"E9556853      ",4414493,0.09
"D8584134      ",3126811,0.05
"F7360941      ",2069123,0.02
"F7360949      ",2069463,0.02
"F7812096      ",341673,0.05
"C8391460      ",1374907,0.0
"F9695698      ",3072825,0.14
"D8584134      ",3126812,0.11
"C8780408      ",267421,0.03
"D8481322      ",2795754,0.03
"D8584134      ",3126813,0.13
"D8484252      ",909404,0.08
"D8481322      ",2795755,0.04
"D8584134      ",3126814,0.05
"F7830399      ",588639,0.11
"D8484252      ",909405,0.02
"F7830399      ",588640,0.07
"A9400964      ",62485,0.02
"A9400964      ",62486,0.04
"D8484252      ",909406,0.07
"C9410194      ",2138511,0.0
"F9401174      ",1206399,0.01
"F9711007      ",3703212,0.37
"D8586612      ",2338715,0.02
"F9695697      ",4963964,0.12
"F9401174      ",1206400,0.1
"F9711007      ",3703213,0.04
"D8481321      ",5407432,0.02
"F9401174      ",1206401,0.08
"F9695697      ",4963965,0.01
"F9711007      ",3703214,0.16
"D8584134      ",3126815,0.05
"C6500970      ",1038562,0.04
"D8584134      ",3126816,0.02
"E9556853      ",4414494,0.08
"C8391460      ",1374908,0.01
"F8353464      ",1711010,0.01
"F7360941      ",2069126,0.01
"F7360949      ",2069466,0.01
"F7812096      ",341676,0.06
"D8584134      ",3126817,0.03
"E9556853      ",4414495,0
"C8391460      ",1374909,0.03
"D8584134      ",3126818,0.03
"D8481322      ",2795756,0
"F7830399      ",588641,0.07
"D8481322      ",2795757,0.07
"C8780408      ",267422,0.03
"F7830399      ",588642,0.03
"F9695698      ",3072826,0.11
"F7360944      ",706732,0.05
"F7350022      ",58430,0.01
"F9695698      ",3072827,0.23
"F7831631      ",370477,0.02
"F7360946      ",656250,0.03
"F7360940      ",7143,0.03
"F7851954      ",370028,0.02
"F9401178      ",653493,0.06
"D8584134      ",3126819,0.12
"C9410194      ",2138512,0.01
"D8584134      ",3126820,0.19
"F9401174      ",1206402,0.05
"F9711007      ",3703215,0.21
"D8584134      ",3126821,0.19
"D8586612      ",2338716,0.02
"F9711007      ",3703216,0.23
"D8584134      ",3126822,0.08
"F9401174      ",1206403,0.03
"F9711007      ",3703217,0.19
"F9401174      ",1206404,0.02
"F7360941      ",2069129,0.08
"F7360949      ",2069469,0.04
"F7812096      ",341679,0.08
"F9695697      ",4963966,0
"D8481321      ",5407433,0.03
"F9695697      ",4963967,0.03
"A9400964      ",62487,0.01
"F7360944      ",706733,0.03
"F7350022      ",58431,0.07
"A9400964      ",62488,0.02
"C8391460      ",1374910,0.02
"F7851954      ",370029,0.01
"F7360946      ",656251,0.03
"F7360940      ",7144,0.03
"F7831631      ",370478,0.01
"C8780408      ",267423,0.04
"F8353464      ",1711011,0.03
"D8584134      ",3126823,0.15
"F7830399      ",588643,0.06
"C8391460      ",1374911,0.01
"F9695698      ",3072828,0.18
"D8584134      ",3126824,0.18
"F9695698      ",3072829,0.08
"F7830399      ",588644,0.09
"D8584134      ",3126825,0.13
"F9401178      ",653494,0.09
"D8584134      ",3126826,0.05
"D8481322      ",2795758,0.02
"F9401174      ",1206405,0.03
"C9410194      ",2138513,0.03
"F9711007      ",3703218,0.16
"D8481322      ",2795759,0.08
"F9711007      ",3703219,0.29
"F9401174      ",1206406,0.03
"F9401174      ",1206407,0.02
"F9711007      ",3703220,0.13
"D8584134      ",3126827,0.07
"E9556853      ",4414496,0.11
"D8586612      ",2338717,0.02
"D8584134      ",3126828,0.05
"E9556853      ",4414497,0.06
"F9695697      ",4963968,0.01
"D8584134      ",3126829,0.08
"D8481321      ",5407434,0.02
"D8584134      ",3126830,0.18
"F9695697      ",4963969,0.01
"F7830399      ",588645,0.19
"D8484252      ",909407,0.07
"F7360941      ",2069132,0.04
"F7360949      ",2069472,0.05
"F7812096      ",341682,0.01
"A9400964      ",62489,0.03
"C8780408      ",267424,0.03
"F7830399      ",588646,0.12
"F7360944      ",706734,0.02
"F7350022      ",58432,0.03
"A9400964      ",62490,0.06
"D8481322      ",2795760,0.05
"F8353464      ",1711012,0.03
"D8484252      ",909408,0.07
"F7360940      ",7145,0.02
"F7360946      ",656252,0.03
"F7831631      ",370479,0.01
"F7851954      ",370030,0.04
"F9401178      ",653495,0.04
"D8481322      ",2795761,0.11
"C6500970      ",1038563,0.05
"C9410194      ",2138514,0.06
"C8391460      ",1374912,0.02
"D8484252      ",909409,0.13
"F9695698      ",3072830,0.01
"C8391460      ",1374913,0.04
"F9695698      ",3072831,0.05
"D8484252      ",909410,0.09
"D8584134      ",3126831,0.07
"E9556853      ",4414498,0.01
"D8584134      ",3126832,0.18
"E9556853      ",4414499,0.01
"D8584134      ",3126833,0.12
"D8584134      ",3126834,0.1
"D8484252      ",909411,0.06
"D8586612      ",2338718,0.02
"F9695697      ",4963970,0.13
"D8484252      ",909412,0.05
"A9400964      ",62491,0.04
"F9695697      ",4963971,0.04
"F7812096      ",341685,0.05
"F7360949      ",2069475,0.03
"F7360941      ",2069135,0.01
"A9400964      ",62492,0.06
"D8481321      ",5407435,0.00
"F7830399      ",588647,0.07
"F9401174      ",1206408,0.11
"F9711007      ",3703221,0.21
"F7350022      ",58433,0.04
"C8780408      ",267425,0.03
"F7360944      ",706735,0.05
"F7830399      ",588648,0.26
"F9711007      ",3703222,0.07
"F7831631      ",370480,0.03
"F7851954      ",370031,0.01
"F7360946      ",656253,0.02
"F7360940      ",7146,0.01
"D8481322      ",2795762,0.02
"F9401174      ",1206409,0.08
"C6500970      ",1038564,0.01
"F9401178      ",653496,0.01
"C8391460      ",1374914,0.06
"F9711007      ",3703223,0.18
"F9401174      ",1206410,0.01
"D8481322      ",2795763,0.06
"F8353464      ",1711013,0.01
"C8391460      ",1374915,0.01
"E9556853      ",4414500,0.03
"D8584134      ",3126835,0.13
"D8584134      ",3126836,0.01
"E9556853      ",4414501,0.06
"D8584134      ",3126837,0.16
"F9695698      ",3072832,0.1
"D8584134      ",3126838,0.18
"F9695698      ",3072833,0.06
"F9695697      ",4963972,0.12
"A9400964      ",62493,0.02
"F9695697      ",4963973,0.04
"F7360949      ",2069478,0.03
"F7360941      ",2069138,0.05
"F7812096      ",341688,0.07
"D8586612      ",2338719,0.02
"A9400964      ",62494,0.05
"F7830399      ",588649,0.11
"D8481321      ",5407436,0.02
"C9410194      ",2138515,0.02
"C8391460      ",1374916,0.01
"F7830399      ",588650,0.28
"D8584134      ",3126839,0.09
"F7360944      ",706736,0.04
"F7350022      ",58434,0.04
"C8780408      ",267426,0.04
"C9410194      ",2138516,0.05
"C8391460      ",1374917,0.04
"D8584134      ",3126840,0.19
"F7360946      ",656254,0.01
"F7831631      ",370481,0.03
"F7851954      ",370032,0.02
"F7360940      ",7147,0.01
"F9401174      ",1206411,0.02
"F9711007      ",3703224,0.26
"D8584134      ",3126841,0.05
"F9711007      ",3703225,0.29
"D8584134      ",3126842,0.17
"F9401174      ",1206412,0.02
"C6590301      ",561602,0.06
"E9556853      ",4414502,0.03
"F9711007      ",3703226,0.06
"F9401174      ",1206413,0.11
"C6590301      ",561603,0.02
"E9556853      ",4414503,0.02
"F8353464      ",1711014,0
"D8481322      ",2795764,0.03
"F9695697      ",4963974,0.01
"D8481322      ",2795765,0.02
"F9401178      ",653497,-4.4
"F9401178      ",653498,-5.27
"F9695698      ",3072834,0.1
"F9695697      ",4963975,0.03
"D8584134      ",3126843,0.07
"F9401178      ",653499,0.04
"F9695698      ",3072835,0.06
"D8584134      ",3126844,0.22
"D8584134      ",3126845,0.05
"D8584134      ",3126846,-4.64
"F7830399      ",588651,0.08
"D8584134      ",3126847,0.14
"C9410194      ",2138517,0.0
"F7830399      ",588652,0.23
"C8780408      ",267427,0.02
"A9400964      ",62495,0.05
"F7360941      ",2069141,0.07
"F7360949      ",2069481,0.03
"F7812096      ",341691,0.03
"A9400964      ",62496,0.02
"D8586612      ",2338720,0.01
"F9711007      ",3703227,0.17
"F9401174      ",1206414,0.04
"C8391460      ",1374918,0.0
"D8481322      ",2795766,0.03
"F9711007      ",3703228,0.24
"C6500970      ",1038565,0.04
"F9401174      ",1206415,0.06
"D8481321      ",5407437,0.04
"C8391460      ",1374919,0.02
"F9711007      ",3703229,0.34
"D8584134      ",3126848,0.08
"D8481322      ",2795767,0.02
"F9401174      ",1206416,0.07
"D8584134      ",3126849,0.04
"F9695697      ",4963976,0.04
"D8584134      ",3126850,0.09
"F8353464      ",1711015,0.03
"F9695697      ",4963977,0.09
"D8584134      ",3126851,0.14
"F9401178      ",653500,0.04
"F7360944      ",706737,0.02
"F7350022      ",58435,0.01
"F7360946      ",656255,0.02
"F7831631      ",370482,0.02
"F7851954      ",370033,0.0
"F7360940      ",7148,0.02
"E9556853      ",4414504,0.02
"F9695698      ",3072836,0.06
"E9556853      ",4414505,0.05
"F9695698      ",3072837,0.07
"F7830399      ",588653,0.06
"D8586612      ",2338721,0.03
"F7360941      ",2069144,0.0
"F7360949      ",2069484,0.03
"F7812096      ",341694,0.05
"C9410194      ",2138518,0.07
"D8584134      ",3126852,0.09
"C8780408      ",267428,0.04
"F7830399      ",588654,0.13
"D8481322      ",2795768,0.1
"D8584134      ",3126853,0.13
"D8481321      ",5407438,0.03
"A9400964      ",62497,0.0
"D8584134      ",3126854,0.17
"D8481322      ",2795769,0.06
"F9711007      ",3703230,0.21
"A9400964      ",62498,0.05
"D8584134      ",3126855,0.06
"F9401174      ",1206417,0.07
"F9711007      ",3703231,0.23
"F9401174      ",1206418,0.07
"F9711007      ",3703232,0.06
"F8353464      ",1711016,0.03
"F9401174      ",1206419,0.03
"F7360944      ",706738,0.01
"F7350022      ",58436,0.0
"C8391460      ",1374920,0.03
"F7360940      ",7149,0.02
"F7851954      ",370034,0.02
"F7831631      ",370483,0.02
"F7360946      ",656256,0.01
"E9556853      ",4414506,0.1
"C8391460      ",1374921,0.02
"E9556853      ",4414507,0.12
"F9401178      ",653501,0.03
"F9695698      ",3072838,0.01
"F9695697      ",4963978,0.02
"F9695698      ",3072839,0.07
"F9695697      ",4963979,0.11
"D8584134      ",3126856,0.03
"F7360941      ",2069147,0.04
"F7360949      ",2069487,0.04
"F7812096      ",341697,0.04
"D8586612      ",2338722,0.02
"D8584134      ",3126857,0.09
"D8584134      ",3126858,0.06
"D8481322      ",2795770,0.01
"D8481321      ",5407439,0.00
"F7830399      ",588655,0.11
"D8584134      ",3126859,0.04
"C8780408      ",267429,0.01
"D8481322      ",2795771,0.02
"A9400964      ",62499,0.02
"C9410194      ",2138519,0.05
"F7830399      ",588656,0.06
"A9400964      ",62500,0.01
"F9401174      ",1206420,0.06
"F9711007      ",3703233,0.28
"F9711007      ",3703234,0.22
"F9401174      ",1206421,0.06
"F8353464      ",1711017,0.01
"F9401174      ",1206422,0.05
"C6590301      ",561604,0.05
"F9711007      ",3703235,0.28
"C6500970      ",1038566,0.03
"C6590301      ",561605,0.02
"C8391460      ",1374922,0.03
"D8584134      ",3126860,0.02
"E9556853      ",4414508,0.03
"F7360944      ",706739,0.02
"F7350022      ",58437,0.01
"D8584134      ",3126861,0.06
"F7831631      ",370484,0.0
"F9695697      ",4963980,0.04
"F7851954      ",370035,0.01
"F7360940      ",7150,0.0
"F7360946      ",656257,0.01
"E9556853      ",4414509,0.03
"D8584134      ",3126862,0.09
"F9695698      ",3072840,0.11
"C8391460      ",1374923,0.02
"F9695697      ",4963981,0.07
"D8584134      ",3126863,0.14
"F9695698      ",3072841,0.1
"C8391460      ",1374924,0.02
"F9401178      ",653502,0.01
"D8586612      ",2338723,0.0
"D8481321      ",5407440,0.01
"C9410194      ",2138520,0.01
"F7812096      ",341700,0.01
"F7360941      ",2069150,0.01
"F7360949      ",2069490,0.02
"F9401174      ",1206423,0.04
"F9711007      ",3703236,0.19
"C9410194      ",2138521,0.01
"D8584134      ",3126864,0.14
"F9711007      ",3703237,0.27
"F9401174      ",1206424,0.1
"F7830399      ",588657,0.01
"C6500970      ",1038567,0.06
"F8353464      ",1711018,0.08
"D8584134      ",3126865,0.03
"F9711007      ",3703238,0.26
"C8780408      ",267430,0.04
"F9401174      ",1206425,0.12
"D8584134      ",3126866,0.12
"F7830399      ",588658,0.07
"D8584134      ",3126867,0.14
"F7360944      ",706740,0.03
"F7350022      ",58438,0.04
"C8391460      ",1374925,0.03
"F9695697      ",4963982,0.09
"F7360940      ",7151,0.01
"F7851954      ",370036,0.02
"F7360946      ",656258,0.04
"F7831631      ",370485,0.0
"F9401178      ",653503,0.05
"C8391460      ",1374926,0.04
"F9695697      ",4963983,0.14
"F9695698      ",3072842,0.05
"D8481322      ",2795772,0.03
"F9695698      ",3072843,0.03
"D8586612      ",2338724,0.02
"D8584134      ",3126868,0.02
"D8481322      ",2795773,0
"A9400964      ",62501,0.02
"D8481321      ",5407441,0.01
"D8584134      ",3126869,0.09
"A9400964      ",62502,0.02
"D8584134      ",3126870,0.19
"C9410194      ",2138522,0.04
"F9401174      ",1206426,0.06
"D8584134      ",3126871,0.02
"F9711007      ",3703239,0.02
"F9711007      ",3703240,0.2
"F9401174      ",1206427,0.04
"C6500970      ",1038568,0.05
"F7830399      ",588659,0.07
"F9711007      ",3703241,0.07
"F9401174      ",1206428,0.05
"C8780408      ",267431,0.06
"F8353464      ",1711019,0.01
"F7830399      ",588660,0.09
"C6590301      ",561606,0.03
"F7360941      ",2069153,0.0
"F7360949      ",2069493,0.04
"F7812096      ",341703,0.06
"C6590301      ",561607,0.03
"F9401178      ",653504,0.1
"F9695697      ",4963984,0.05
"E9556853      ",4414510,0.02
"D8481322      ",2795774,0.09
"F9695697      ",4963984,0.05
"E9556853      ",4414511,0.08
"D8481322      ",2795775,0.16
"F9695698      ",3072844,0.03
"F9695698      ",3072845,0.08
"F7360944      ",706741,0.01
"F7350022      ",58439,0.03
"A9400964      ",62503,0.05
"F7360946      ",656259,0.0
"F7851954      ",370037,0.03
"F7360940      ",7152,0.05
"F7831631      ",370486,0.03
"C9410194      ",2138523,0.02
"A9400964      ",62504,0.04
"D8586612      ",2338725,0.02
"F7830399      ",588661,0.1
"C8780408      ",267432,0.04
"F7830399      ",588662,0.16
"D8481321      ",5407442,0.02
"C8391460      ",1374927,0.01
"C8391460      ",1374928,0.01
"F7812096      ",341706,0.01
"F7360949      ",2069496,0.06
"F7360941      ",2069156,0.0
"E9556853      ",4414512,0.12
"D8481322      ",2795776,0.04
"E9556853      ",4414513,0.11
"F8353464      ",1711020,0.04
"F9695698      ",3072846,0.1
"D8481322      ",2795777,0.04
"F9695697      ",4963986,0.03
"F7360944      ",706742,0.01
"F7350022      ",58440,0.02
"F9695698      ",3072847,0.01
"A9400964      ",62505,0.02
"F7851954      ",370038,0.02
"F7360940      ",7153,0.01
"F9401178      ",653505,0.02
"F7360946      ",656260,0.02
"F7831631      ",370487,0.04
"F9695697      ",4963987,0.04
"A9400964      ",62506,0.03
"D8586612      ",2338726,0.02
"F9711007      ",3703242,0.31
"F9401174      ",1206429,0.05
"F9711007      ",3703243,0.23
"F9401174      ",1206430,0.09
"D8481321      ",5407443,0.01
"F9711007      ",3703244,0.08
"E9556853      ",4414514,0.19
"C8391460      ",1374929,0.05
"F9401174      ",1206431,0.02
"E9556853      ",4414515,0.08
"F7360949      ",2069499,0.03
"F7812096      ",341709,0.0
"F7360941      ",2069159,0.02
"C8391460      ",1374930,0.03
"D8481322      ",2795778,0.03
"C8391460      ",1374931,0.02
"F7830399      ",588663,0.06
"C8780408      ",267433,0.03
"C6500970      ",1038569,0.05
"D8481322      ",2795779,0.02
"F8353464      ",1711021,0.06
"F7830399      ",588664,0.07
"A9400964      ",62507,0.04
"A9400964      ",62508,0.04
"F9695698      ",3072848,0.03
"F9695697      ",4963988,0.11
"F7350022      ",58441,0.02
"F9695698      ",3072849,0.07
"F7360944      ",706743,0.02
"F9695697      ",4963989,0.04
"F7831631      ",370488,0.0
"F7360946      ",656261,0.02
"F7851954      ",370039,0.02
"F7360940      ",7154,0.02
"C9410194      ",2138524,0.02
"F9401174      ",1206432,0.06
"F9711007      ",3703245,0.3
"D8586612      ",2338727,0.0
"F9711007      ",3703246,0.28
"C9410194      ",2138525,0.02
"E9556853      ",4414516,0.11
"F9401174      ",1206433,0.03
"F9711007      ",3703247,0.11
"F9401178      ",653506,0.03
"D8481321      ",5407444,0.02
"E9556853      ",4414517,0.08
"F9401174      ",1206434,0.13
"C8391460      ",1374932,0.06
"F7360949      ",2069502,0.01
"F7812096      ",341712,0.07
"F7360941      ",2069162,0.02
"C8391460      ",1374933,0.06
"F8353464      ",1711022,0.06
"C6500970      ",1038570,0.03
"D8481322      ",2795780,0.04
"D8481322      ",2795781,0.09
"F7830399      ",588665,0.08
"C8780408      ",267434,0.02
"F9695697      ",4963990,0.01
"F9695698      ",3072850,0.05
"A9400964      ",62509,0.04
"F9695697      ",4963991,0.03
"A9400964      ",62510,0.01
"F7830399      ",588666,0.09
"F9695698      ",3072851,0.03
"F9401174      ",1206435,0.05
"C9410194      ",2138526,0.1
"F9711007      ",3703248,0.18
"D8586612      ",2338728,0.01
"F9711007      ",3703249,0.07
"F9401174      ",1206436,0.04
"F9401178      ",653507,0.02
"F9711007      ",3703250,0.12
"F9401174      ",1206437,0.1
"C8391460      ",1374934,0.05
"D8481321      ",5407445,0.05
"C8391460      ",1374935,0.04
"F7360949      ",2069505,0.03
"F7812096      ",341715,0.02
"F7360941      ",2069165,0.03
"C6500970      ",1038571,0.03
"F8353464      ",1711023,0.06
"E9556853      ",4414518,0.02
"D8481322      ",2795782,0.07
"E9556853      ",4414519,0.04
"D8481322      ",2795783,0.02
"A9400964      ",62511,0.04
"F9695698      ",3072852,0.06
"C9410194      ",2138527,0.03
"F9711007      ",3703251,0.07
"A9400964      ",62512,0.04
"F9401174      ",1206438,0.07
"F9695698      ",3072853,0.07
"F7360944      ",706744,0.03
"F7350022      ",58442,0.01
"F9711007      ",3703252,0.19
"F7360946      ",656262,0.02
"F9401174      ",1206439,0.2
"F7851954      ",370040,0.05
"F7831631      ",370489,0.01
"F7360940      ",7155,0.03
"F9401178      ",653508,0.02
"C8391460      ",1374936,0.03
"F9711007      ",3703253,0.24
"F9695697      ",4963992,0.11
"F9401174      ",1206440,0.22
"C8780408      ",267435,0.05
"F9695697      ",4963993,-0.32
"C6590301      ",561608,0.02
"F7830399      ",588667,0.07
"C8391460      ",1374937,0.03
"F9695697      ",4963994,0.05
"C6590301      ",561609,0.04
"E9556853      ",4414520,0.01
"C6500970      ",1038572,0.03
"E9556853      ",4414521,0.05
"F7360949      ",2069508,0.0
"F7360941      ",2069168,0.01
"F7812096      ",341718,0.02
"D8586612      ",2338729,0.03
"A9400964      ",62513,0.05
"D8481321      ",5407446,0.01
"A9400964      ",62514,0.04
"D8481322      ",2795784,0.06
"F7830399      ",588668,0.14
"D8481322      ",2795785,0.03
"F7360944      ",706745,0.04
"F7350022      ",58443,0.04
"F8353464      ",1711024,0.02
"F7360940      ",7156,0.06
"F7831631      ",370490,0.0
"F7360946      ",656263,0.0
"C9410194      ",2138528,0.03
"F7851954      ",370041,0.0
"F9695698      ",3072854,0.07
"F9695698      ",3072855,0.05
"F9401178      ",653509,0.01
"E9556853      ",4414522,0.05
"D8586612      ",2338730,0.02
"E9556853      ",4414523,0.02
"F9401174      ",1206441,0.03
"F9695697      ",4963995,0.02
"F9711007      ",3703254,0.09
"D8481321      ",5407447,0.03
"F9711007      ",3703255,0.22
"F9695697      ",4963996,0.03
"F9401174      ",1206442,0.1
"F7360941      ",2069171,0.03
"F7812096      ",341721,0.05
"F7360949      ",2069511,0.01
"C8780408      ",267436,0.03
"F9711007      ",3703256,0.07
"F9401174      ",1206443,0.16
"F7830399      ",588669,0.09
"D8481322      ",2795786,0.04
"F7830399      ",588670,0.16
"D8481322      ",2795787,0.07
